City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
272,Mareeba,AU,2021-01-15 03:11:58,-17.0,145.4333,91.0,61,81,7.0
273,Peniche,PT,2021-01-15 03:11:58,39.3558,-9.3811,53.01,92,52,11.01
274,Khingansk,RU,2021-01-15 03:11:59,49.1167,131.1833,-5.75,86,31,3.51
275,Olinda,BR,2021-01-15 03:11:59,-8.0089,-34.8553,78.8,69,40,8.05
276,Senneterre,CA,2021-01-15 03:11:59,48.3835,-77.2328,28.4,93,90,5.75
277,North Bend,US,2021-01-15 03:11:59,43.4065,-124.2243,55.0,94,20,5.75
278,Colmar,FR,2021-01-15 03:11:59,48.0833,7.3667,32.0,100,90,10.36
279,Boyolangu,ID,2021-01-15 03:11:59,-8.1181,111.8935,84.15,65,100,8.41
280,Avera,US,2021-01-15 03:11:59,33.194,-82.5271,44.6,70,1,5.75
281,Marsh Harbour,BS,2021-01-15 03:11:59,26.5412,-77.0636,69.98,74,97,6.62
282,Pizarro,CO,2021-01-15 03:11:59,4.9533,-77.366,76.64,90,100,4.52
283,Sioux Lookout,CA,2021-01-15 03:11:59,50.1001,-91.917,32.0,86,90,3.44
284,Santa Catarina De Tepehuanes,MX,2021-01-15 03:11:59,25.35,-105.7333,46.62,45,0,0.69
285,Laguna,US,2021-01-15 03:09:51,38.421,-121.4238,52.0,87,1,1.41
286,Las Vegas,US,2021-01-15 03:08:56,36.175,-115.1372,60.8,25,1,3.44
287,Sumbe,AO,2021-01-15 03:12:00,-11.2061,13.8437,72.3,80,81,4.81
288,Newton,US,2021-01-15 03:08:49,42.337,-71.2092,36.0,100,100,6.91
289,Denpasar,ID,2021-01-15 03:12:00,-8.65,115.2167,84.2,89,40,12.66
290,Wenling,CN,2021-01-15 03:12:00,28.3669,121.36,69.01,64,0,5.5
291,Krasnoselkup,RU,2021-01-15 03:12:00,65.7,82.4667,-17.09,88,100,7.43
292,Egvekinot,RU,2021-01-15 03:12:00,66.3167,-179.1667,-10.37,89,76,9.13
